Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
James Looney,,GNB,7,232,2018,California,2013,2017,40.0,,,,,,,,,,,,,,DE,CaliforniaWake Forest,,,,,,,,,,,,,,,8.0,56.0,77.0,133.0,21.0,0.2,,,,0.0,Front7
Andre Smith,,CAR,7,234,2018,North Carolina,2015,2017,29.0,,,,,,,,,,,,,,LB,North Carolina,,,,,,,,,,,,,,,2.0,90.0,97.0,187.0,8.5,0.0689655172413793,,,,1.0,Front7
Zaire Franklin,,CLT,7,235,2018,Syracuse,2014,2017,48.0,,,,,,,,,,,,,,LB,Syracuse,,,,,,,,,,,,,,,8.0,187.0,124.0,311.0,31.5,0.1666666666666666,,,,40.0,Front7
Justin Lawler,,RAM,7,244,2018,SMU,2014,2017,49.0,,,,,,,,,,,,,,DE,SMU,,,,,,,,,,,,,,,20.0,143.0,84.0,227.0,40.5,0.4081632653061224,,,,1.0,Front7
Nick Bosa,,SFO,1,2,2019,Ohio State,2016,2018,30.0,,,,,,,,,,,,,,DE,Ohio State,,,,,,,,,,,,,,,17.0,47.0,30.0,77.0,29.0,0.5666666666666667,,,,58.0,Front7
Quinnen Williams,,NYJ,1,3,2019,Alabama,2017,2018,29.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,10.0,56.0,35.0,91.0,26.0,0.3448275862068966,,,,54.0,Front7
Clelin Ferrell,,RAI,1,4,2019,Clemson,2015,2018,45.0,,,,,,,,,,,,,,DE,Clemson,,,,,,,,,,,,,,,27.0,84.0,81.0,165.0,50.0,0.6,,,,12.0,Front7
Devin White,,TAM,1,5,2019,LSU,2016,2018,38.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,8.0,114.0,172.0,286.0,29.0,0.2105263157894736,,,,45.0,Front7
Josh Allen,,JAX,1,7,2019,Kentucky,2015,2018,51.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,31.0,120.0,99.0,219.0,41.0,0.6078431372549019,,,,45.0,Front7
Ed Oliver,,BUF,1,9,2019,Houston,2016,2018,33.0,,,,,,,,,,,,,,DT,Houston,,,,,,,,,,,,,,,13.0,123.0,70.0,193.0,53.5,0.3939393939393939,,,,43.0,Front7
