Sk,TFL,Solo,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,av_class_q,draft_year
11.5,24.0,58.0,76.0,254.0,4.73,23.0,32.0,112.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,76.0,243.0,4.89,25.0,32.0,112.0,7.44,4.49,24.0,0,2025
11.5,24.0,58.0,75.0,284.0,4.89,25.0,32.0,112.0,7.36,4.48,23.0,0,2025
11.5,24.0,58.0,75.0,305.0,5.11,26.0,29.0,112.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,77.0,276.0,4.86,25.0,36.0,124.0,7.28,4.34,22.0,0,2025
11.5,24.0,58.0,78.0,328.0,5.17,25.0,24.5,93.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,76.0,255.0,4.89,25.0,32.0,112.0,7.13,4.33,23.0,0,2025
11.5,24.0,58.0,75.0,299.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,76.0,285.0,4.78,25.0,31.5,116.0,7.44,4.49,23.0,1,2025
11.5,24.0,58.0,74.0,240.0,4.56,25.0,39.0,126.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,78.0,336.0,5.39,25.0,25.5,101.0,7.63,4.72,23.0,0,2025
11.5,24.0,58.0,77.0,258.0,4.62,19.0,35.5,121.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,75.0,309.0,5.15,25.0,27.5,112.0,7.44,4.49,23.0,0,2025
11.5,24.0,58.0,73.0,282.0,4.94,25.0,32.5,109.0,7.44,4.7,24.0,0,2025
11.5,24.0,58.0,74.0,342.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,0,2025
11.5,24.0,58.0,76.0,257.0,4.57,25.0,30.5,121.0,7.44,4.49,23.0,0,2025
