rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,94.0,1370.0,14.6,10.0,34.3,74.0,251.0,4.73,35.0,35.0,120.0,7.0,4.245,21.0,1.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,168.0,2934.0,17.5,24.0,58.7,70.0,182.0,4.39,11.0,38.0,120.0,6.93,4.03,22.0,19.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,127.0,1714.0,13.5,10.0,35.7,71.0,188.0,4.42,13.0,39.5,122.0,6.85,4.13,22.0,4.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,171.0,2447.0,14.3,18.0,52.1,74.0,215.0,4.49,18.0,37.5,120.0,7.0,4.245,23.0,3.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,53.0,471.0,8.9,6.0,10.0,77.0,251.0,4.78,18.0,31.5,109.0,7.0,4.245,23.0,4.0,2012
345.0,2098.0,6.1,11.0,44.0,579.0,13.2,3.0,122.0,1807.0,14.4,14.5,46.2,68.0,180.0,4.36,16.0,36.5,120.0,6.5,3.93,24.0,1.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,156.0,2270.0,14.6,13.0,52.8,74.0,199.0,4.46,22.0,33.0,112.0,6.81,4.11,22.0,15.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,209.0,2859.0,13.7,32.0,57.2,74.0,224.0,4.66,17.0,38.0,117.0,7.15,4.3,22.0,1.0,2012
379.0,2157.0,5.7,29.0,30.0,293.0,9.8,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,219.0,4.59,23.0,33.0,115.0,7.03,4.19,22.0,5.0,2012
733.0,3529.0,4.8,27.0,30.0,300.0,10.0,4.0,122.0,1807.0,14.4,14.5,46.2,70.0,219.0,4.63,16.0,35.5,117.0,7.01,4.19,23.0,28.0,2012
632.0,3298.0,5.2,30.0,103.0,776.0,7.5,6.0,122.0,1807.0,14.4,14.5,46.2,70.0,206.0,4.4,21.0,32.5,114.0,7.17,4.245,22.0,1.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,52.0,720.0,13.8,9.0,13.3,76.0,252.0,4.43,24.0,36.0,122.0,6.76,4.11,23.0,3.0,2012
592.0,2869.0,4.8,32.0,44.0,309.0,7.0,1.0,122.0,1807.0,14.4,14.5,46.2,70.0,213.0,4.57,22.0,35.0,117.0,6.97,4.04,23.0,0.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,169.0,2850.0,16.9,28.0,73.1,75.0,216.0,4.48,18.0,37.0,122.0,7.15,4.07,23.0,0.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,187.0,2515.0,13.4,18.0,51.3,71.0,192.0,4.43,11.0,32.5,120.0,7.0,4.245,23.0,3.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,147.0,2243.0,15.3,13.0,86.3,72.0,217.0,4.54,20.0,36.0,120.0,6.88,4.19,22.0,8.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,88.0,1638.0,18.6,11.0,34.9,73.0,225.0,4.48,21.0,35.5,124.0,6.59,3.98,23.0,2.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,67.0,1041.0,15.5,10.0,26.0,75.0,246.0,4.79,21.0,32.0,110.0,7.18,4.4,23.0,1.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,306.0,4187.0,13.7,32.0,97.4,72.0,208.0,4.63,14.0,35.0,119.0,6.84,4.13,24.0,0.0,2012
38.0,390.0,10.3,3.0,174.0,2124.0,12.2,17.0,122.0,1807.0,14.4,14.5,46.2,68.0,174.0,4.34,14.0,32.0,120.0,7.0,4.01,23.0,22.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,140.0,1840.0,13.1,11.0,49.7,77.0,250.0,4.68,22.0,35.5,119.0,6.92,4.32,22.0,17.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,206.0,3020.0,14.7,27.0,77.4,73.0,214.0,4.57,15.0,36.0,115.0,7.0,4.5,21.0,54.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,46.0,778.0,16.9,5.0,64.8,74.0,216.0,4.42,18.0,37.0,128.0,7.0,4.245,22.0,16.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,106.0,1812.0,17.1,18.0,64.7,76.0,196.0,4.44,18.0,39.5,136.0,7.0,4.33,22.0,7.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,112.0,1434.0,12.8,15.0,38.8,77.0,249.0,4.76,24.0,30.5,111.0,7.08,4.47,22.0,40.0,2013
423.0,2481.0,5.9,25.0,92.0,852.0,9.3,6.0,122.0,1807.0,14.4,14.5,46.2,68.0,202.0,4.53,19.0,33.5,122.0,6.91,4.12,21.0,41.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,252.0,2930.0,11.6,32.0,77.1,72.0,201.0,4.51,14.0,33.5,117.0,7.15,4.47,21.0,15.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,122.0,1646.0,13.5,17.0,42.2,78.0,254.0,4.84,18.0,32.0,114.0,7.07,4.31,22.0,2.0,2013
671.0,3346.0,5.0,33.0,78.0,531.0,6.8,1.0,122.0,1807.0,14.4,14.5,46.2,73.0,230.0,4.6,24.0,31.5,118.0,6.75,4.24,21.0,55.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,119.0,1504.0,12.6,15.0,35.8,76.0,267.0,4.69,31.0,33.5,119.0,7.08,4.53,23.0,5.0,2013
924.0,5140.0,5.6,77.0,59.0,598.0,10.1,6.0,122.0,1807.0,14.4,14.5,46.2,70.0,214.0,4.66,15.0,32.0,118.0,6.88,4.4,22.0,7.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,165.0,2398.0,14.5,24.0,51.0,75.0,210.0,4.37,18.0,35.0,120.0,7.0,4.245,22.0,6.0,2013
355.0,2402.0,6.8,30.0,35.0,338.0,9.7,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,231.0,4.55,18.0,35.0,120.0,7.0,4.245,23.0,34.0,2013
529.0,2791.0,5.3,34.0,44.0,323.0,7.3,1.0,122.0,1807.0,14.4,14.5,46.2,70.0,220.0,4.54,27.0,43.0,125.0,6.69,4.02,22.0,8.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,59.0,875.0,14.8,10.0,25.0,77.0,255.0,4.63,18.0,35.0,120.0,7.0,4.245,23.0,94.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,202.0,3334.0,16.5,27.0,65.4,74.0,208.0,4.52,11.0,32.5,119.0,7.01,4.32,23.0,27.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,205.0,2570.0,12.5,17.0,77.9,74.0,206.0,4.58,18.0,35.0,120.0,7.0,4.245,21.0,77.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,120.0,1364.0,11.4,7.0,27.3,69.0,183.0,4.27,13.0,35.0,132.0,7.0,4.245,22.0,5.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,227.0,2994.0,13.2,16.0,61.1,71.0,189.0,4.45,20.0,37.0,120.0,6.8,4.02,22.0,13.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,79.0,945.0,12.0,6.0,26.3,74.0,236.0,4.72,16.0,35.0,120.0,7.0,4.245,23.0,24.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,210.0,3218.0,15.3,41.0,82.5,70.0,193.0,4.52,11.0,34.5,117.0,6.81,4.09,22.0,7.0,2013
349.0,1862.0,5.3,19.0,32.0,297.0,9.3,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,227.0,4.37,31.0,33.5,121.0,6.96,4.38,21.0,10.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,99.0,1230.0,12.4,13.0,30.8,67.0,173.0,4.58,7.0,32.0,117.0,6.81,4.37,21.0,3.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,161.0,2535.0,15.7,22.0,65.0,71.0,206.0,4.38,22.0,34.0,131.0,6.68,4.1,22.0,1.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,59.0,707.0,12.0,8.0,18.1,77.0,262.0,4.75,22.0,35.0,112.0,7.36,4.52,22.0,6.0,2013
788.0,4403.0,5.6,31.0,58.0,517.0,8.9,3.0,122.0,1807.0,14.4,14.5,46.2,70.0,205.0,4.49,18.0,31.5,115.0,6.89,4.31,23.0,1.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,183.0,2594.0,14.2,24.0,103.8,72.0,204.0,4.53,8.0,33.0,118.0,6.91,4.01,23.0,6.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,49.0,736.0,15.0,10.0,27.3,80.0,260.0,4.86,17.0,31.0,113.0,7.09,4.57,22.0,6.0,2013
843.0,4300.0,5.1,40.0,97.0,778.0,8.0,5.0,122.0,1807.0,14.4,14.5,46.2,69.0,214.0,4.76,17.0,30.0,110.0,7.13,4.5,22.0,3.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,204.0,2594.0,12.7,24.0,68.3,72.0,194.0,4.38,16.0,33.5,124.0,7.0,4.35,21.0,14.0,2013
564.0,3085.0,5.5,40.0,108.0,917.0,8.5,3.0,122.0,1807.0,14.4,14.5,46.2,72.0,204.0,4.63,18.0,35.0,123.0,7.0,4.245,21.0,7.0,2013
277.0,1735.0,6.3,14.0,45.0,430.0,9.6,1.0,122.0,1807.0,14.4,14.5,46.2,67.0,192.0,4.42,21.0,35.0,120.0,7.0,4.245,22.0,19.0,2013
581.0,3143.0,5.4,30.0,46.0,415.0,9.0,0.0,122.0,1807.0,14.4,14.5,46.2,68.0,216.0,4.55,27.0,33.0,122.0,6.7,4.17,22.0,10.0,2013
389.0,2072.0,5.3,20.0,23.0,182.0,7.9,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,208.0,4.55,15.0,30.5,119.0,7.12,4.4,22.0,0.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,45.0,834.0,18.5,6.0,41.7,74.0,204.0,4.43,12.0,31.5,120.0,7.0,4.245,23.0,3.0,2013
582.0,3623.0,6.2,41.0,54.0,591.0,10.9,7.0,122.0,1807.0,14.4,14.5,46.2,69.0,196.0,4.52,20.0,35.5,122.0,6.87,4.2,24.0,0.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,76.0,1018.0,13.4,6.0,27.5,75.0,242.0,4.81,17.0,31.0,112.0,7.17,4.43,22.0,10.0,2013
621.0,3436.0,5.5,33.0,59.0,505.0,8.6,2.0,122.0,1807.0,14.4,14.5,46.2,69.0,199.0,4.61,18.0,34.0,122.0,7.0,4.245,24.0,17.0,2013
304.0,1340.0,4.4,17.0,67.0,585.0,8.7,5.0,122.0,1807.0,14.4,14.5,46.2,70.0,223.0,4.53,28.0,35.0,115.0,7.0,4.62,22.0,2.0,2013
635.0,3329.0,5.2,30.0,60.0,507.0,8.5,5.0,122.0,1807.0,14.4,14.5,46.2,70.0,214.0,4.73,21.0,39.0,125.0,6.85,4.09,23.0,4.0,2013
295.0,1249.0,4.2,10.0,39.0,404.0,10.4,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,228.0,4.62,18.0,35.0,120.0,7.0,4.245,21.0,0.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,175.0,2854.0,16.3,18.0,56.0,74.0,212.0,4.56,11.0,29.5,107.0,7.0,4.31,22.0,0.0,2013
219.0,1077.0,4.9,5.0,42.0,413.0,9.8,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,201.0,4.68,18.0,32.0,118.0,7.0,4.245,22.0,24.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,47.0,560.0,11.9,2.0,11.2,78.0,255.0,4.97,3.0,35.0,120.0,7.0,4.245,24.0,0.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,1003.0,13.9,7.0,23.3,75.0,244.0,4.5,18.0,37.5,125.0,7.08,4.51,23.0,1.0,2013
382.0,2515.0,6.6,22.0,64.0,870.0,13.6,5.0,122.0,1807.0,14.4,14.5,46.2,68.0,195.0,4.48,17.0,35.0,118.0,7.15,4.15,22.0,0.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,189.0,3207.0,17.0,23.0,97.2,75.0,194.0,4.51,7.0,34.5,122.0,6.65,4.33,20.0,6.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,50.0,581.0,11.6,1.0,11.0,75.0,258.0,4.94,18.0,31.5,116.0,7.12,4.45,22.0,0.0,2013
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,240.0,3391.0,14.1,27.0,94.2,73.0,211.0,4.43,16.0,34.0,126.0,6.95,4.34,21.0,20.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,151.0,2499.0,16.5,17.0,96.1,77.0,231.0,4.53,12.0,37.0,120.0,7.08,4.26,21.0,80.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,112.0,1805.0,16.1,8.0,53.1,76.0,250.0,4.6,24.0,32.0,120.0,7.0,4.245,21.0,15.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,143.0,2340.0,16.4,12.0,58.5,71.0,198.0,4.38,7.0,38.5,122.0,6.69,3.94,21.0,41.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,226.0,3272.0,14.5,24.0,86.1,70.0,189.0,4.33,16.0,36.0,120.0,6.76,3.81,20.0,21.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,84.0,1506.0,17.9,19.0,53.8,77.0,240.0,4.61,13.0,32.5,119.0,7.33,4.39,23.0,18.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,146.0,1840.0,12.6,21.0,48.4,77.0,262.0,4.75,20.0,35.0,120.0,7.0,4.245,21.0,5.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,248.0,3655.0,14.7,29.0,101.5,72.0,192.0,4.52,18.0,38.0,127.0,7.0,4.01,22.0,17.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,262.0,3759.0,14.3,24.0,73.7,75.0,212.0,4.46,21.0,35.5,120.0,6.95,4.18,22.0,21.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,156.0,2412.0,15.5,21.0,73.1,72.0,175.0,4.4,18.0,38.0,124.0,7.09,4.245,22.0,11.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,138.0,1818.0,13.2,13.0,56.8,77.0,265.0,4.74,28.0,33.0,118.0,7.42,4.3,22.0,3.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,37.0,573.0,15.5,6.0,22.0,78.0,270.0,4.84,27.0,32.0,114.0,7.57,4.55,21.0,1.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,233.0,3031.0,13.0,38.0,116.6,73.0,212.0,4.56,14.0,39.5,123.0,6.82,4.3,21.0,59.0,2014
644.0,3496.0,5.4,37.0,67.0,567.0,8.5,1.0,122.0,1807.0,14.4,14.5,46.2,69.0,209.0,4.49,26.0,35.5,126.0,6.75,4.0,21.0,6.0,2014
345.0,2156.0,6.2,28.0,26.0,254.0,9.8,0.0,122.0,1807.0,14.4,14.5,46.2,73.0,233.0,4.56,20.0,29.0,113.0,7.0,4.245,21.0,21.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,135.0,2042.0,15.1,17.0,63.8,74.0,215.0,4.52,23.0,35.0,120.0,7.0,4.245,21.0,3.0,2014
523.0,3198.0,6.1,37.0,34.0,271.0,8.0,4.0,122.0,1807.0,14.4,14.5,46.2,72.0,230.0,4.62,19.0,34.5,114.0,7.0,4.245,23.0,18.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,177.0,2479.0,14.0,17.0,70.8,75.0,220.0,4.6,18.0,39.0,127.0,7.0,4.0,21.0,18.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,137.0,1809.0,13.2,15.0,45.2,71.0,205.0,4.65,12.0,28.5,110.0,7.0,4.245,21.0,28.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,91.0,899.0,9.9,10.0,17.6,77.0,265.0,4.76,25.0,31.5,116.0,7.1,4.26,22.0,6.0,2014
592.0,3465.0,5.9,40.0,203.0,2108.0,10.4,11.0,122.0,1807.0,14.4,14.5,46.2,72.0,214.0,4.48,17.0,37.5,126.0,7.16,4.3,23.0,13.0,2014
516.0,2979.0,5.8,32.0,19.0,249.0,13.1,1.0,122.0,1807.0,14.4,14.5,46.2,68.0,207.0,4.5,18.0,38.5,126.0,7.0,4.15,21.0,8.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,144.0,2366.0,16.4,24.0,48.3,71.0,206.0,4.51,14.0,35.5,116.0,7.0,4.245,22.0,6.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,156.0,2371.0,15.2,20.0,62.4,74.0,221.0,4.4,13.0,39.5,132.0,7.02,4.3,21.0,15.0,2014
325.0,2342.0,7.2,24.0,99.0,1194.0,12.1,12.0,122.0,1807.0,14.4,14.5,46.2,68.0,173.0,4.26,20.0,38.0,122.0,6.86,4.06,23.0,0.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,59.0,896.0,15.2,2.0,25.6,76.0,257.0,4.87,16.0,31.5,116.0,7.23,4.47,22.0,11.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,111.0,1308.0,11.8,8.0,37.4,78.0,260.0,4.89,18.0,33.5,120.0,7.42,4.44,22.0,4.0,2014
404.0,2255.0,5.6,30.0,47.0,475.0,10.1,1.0,122.0,1807.0,14.4,14.5,46.2,68.0,206.0,4.58,18.0,31.5,118.0,7.11,4.26,22.0,45.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,203.0,3085.0,15.2,26.0,64.3,69.0,165.0,4.44,18.0,34.0,122.0,7.0,4.245,21.0,0.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,106.0,1586.0,15.0,16.0,41.7,69.0,197.0,4.45,15.0,39.5,120.0,6.69,3.95,23.0,2.0,2014
704.0,3739.0,5.3,28.0,10.0,60.0,6.0,0.0,122.0,1807.0,14.4,14.5,46.2,71.0,230.0,4.56,18.0,38.0,129.0,7.27,4.06,22.0,6.0,2014
743.0,4239.0,5.7,48.0,77.0,679.0,8.8,4.0,122.0,1807.0,14.4,14.5,46.2,69.0,207.0,4.69,19.0,32.5,115.0,7.08,4.38,21.0,3.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,61.0,1354.0,22.2,13.0,36.6,76.0,211.0,4.42,16.0,39.0,124.0,7.18,4.15,22.0,17.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,81.0,1275.0,15.7,12.0,26.0,74.0,198.0,4.48,8.0,33.0,121.0,6.68,4.32,24.0,1.0,2014
243.0,1890.0,7.8,26.0,113.0,1296.0,11.5,15.0,122.0,1807.0,14.4,14.5,46.2,69.0,174.0,4.39,8.0,32.0,124.0,7.0,4.245,21.0,7.0,2014
643.0,4015.0,6.2,45.0,73.0,670.0,9.2,3.0,122.0,1807.0,14.4,14.5,46.2,69.0,204.0,4.57,23.0,32.0,114.0,7.05,4.2,22.0,37.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,196.0,2769.0,14.1,21.0,58.9,72.0,199.0,4.64,8.0,35.5,119.0,6.68,4.11,23.0,7.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,202.0,2901.0,14.4,16.0,59.2,75.0,198.0,4.55,18.0,37.0,124.0,6.89,4.01,23.0,1.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,202.0,3140.0,15.5,23.0,59.2,73.0,195.0,4.5,4.0,30.5,117.0,6.8,4.08,23.0,1.0,2014
209.0,1253.0,6.0,11.0,16.0,105.0,6.6,0.0,122.0,1807.0,14.4,14.5,46.2,74.0,223.0,4.63,13.0,32.0,121.0,7.15,4.5,23.0,18.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,152.0,2025.0,13.3,20.0,48.2,69.0,193.0,4.48,18.0,35.5,125.0,6.84,4.27,22.0,0.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,181.0,2429.0,13.4,19.0,47.6,72.0,188.0,4.46,18.0,33.0,119.0,6.82,4.27,22.0,7.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,115.0,1526.0,13.3,15.0,31.1,74.0,225.0,4.41,19.0,35.0,120.0,7.0,4.245,22.0,13.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,229.0,2506.0,10.9,14.0,59.7,69.0,192.0,4.46,20.0,39.0,122.0,6.77,4.01,23.0,4.0,2014
335.0,1765.0,5.3,19.0,41.0,289.0,7.0,3.0,122.0,1807.0,14.4,14.5,46.2,72.0,209.0,4.6,16.0,35.5,118.0,7.0,4.245,22.0,0.0,2014
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,228.0,3463.0,15.2,31.0,88.8,73.0,211.0,4.42,18.0,33.0,120.0,6.71,3.98,21.0,22.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,144.0,1954.0,13.6,15.0,85.0,75.0,215.0,4.35,23.0,36.5,123.0,6.92,4.14,23.0,2.0,2015
510.0,3285.0,6.4,36.0,65.0,615.0,9.5,6.0,122.0,1807.0,14.4,14.5,46.2,73.0,222.0,4.52,17.0,35.0,120.0,7.0,4.245,21.0,50.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,156.0,2775.0,17.8,33.0,64.5,75.0,209.0,4.45,17.0,36.5,125.0,7.0,4.245,22.0,32.0,2015
631.0,4915.0,7.8,45.0,22.0,228.0,10.4,4.0,122.0,1807.0,14.4,14.5,46.2,73.0,215.0,4.52,19.0,35.0,126.0,7.04,4.07,22.0,38.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,178.0,2572.0,14.4,20.0,64.3,72.0,198.0,4.42,12.0,35.0,120.0,7.0,4.245,22.0,18.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,115.0,2243.0,19.5,16.0,57.5,74.0,212.0,4.52,18.0,35.0,120.0,7.0,4.245,21.0,4.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,121.0,2132.0,17.6,17.0,48.5,70.0,185.0,4.33,13.0,37.0,122.0,6.7,4.11,22.0,7.0,2015
576.0,3322.0,5.8,37.0,46.0,494.0,10.7,2.0,122.0,1807.0,14.4,14.5,46.2,73.0,226.0,4.61,22.0,36.0,117.0,7.19,4.22,21.0,19.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,121.0,2503.0,20.7,30.0,46.4,72.0,196.0,4.42,10.0,39.0,122.0,7.0,4.15,23.0,1.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,87.0,1278.0,14.7,17.0,51.1,77.0,237.0,4.49,13.0,33.5,119.0,6.89,4.45,22.0,4.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,126.0,1715.0,13.6,15.0,46.4,76.0,232.0,4.7,17.0,38.5,122.0,7.0,4.245,21.0,20.0,2015
813.0,4588.0,5.6,39.0,73.0,690.0,9.5,7.0,122.0,1807.0,14.4,14.5,46.2,69.0,205.0,4.6,24.0,42.5,130.0,6.79,3.95,22.0,10.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,61.0,986.0,16.2,13.0,39.4,76.0,249.0,4.78,17.0,34.5,117.0,7.3,4.37,21.0,4.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,121.0,1753.0,14.5,14.0,36.5,76.0,251.0,4.79,20.0,35.0,120.0,7.32,4.57,23.0,7.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,249.0,3710.0,14.9,29.0,78.9,70.0,182.0,4.4,18.0,35.5,121.0,6.89,4.07,22.0,67.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,157.0,2287.0,14.6,17.0,88.0,74.0,217.0,4.44,18.0,42.0,123.0,7.0,4.245,21.0,2.0,2015
452.0,3219.0,7.1,28.0,54.0,383.0,7.1,0.0,122.0,1807.0,14.4,14.5,46.2,71.0,206.0,4.4,22.0,35.0,120.0,7.0,4.245,22.0,25.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,117.0,1938.0,16.6,20.0,39.6,74.0,213.0,4.35,18.0,45.0,139.0,7.06,4.3,22.0,11.0,2015
526.0,3519.0,6.7,26.0,69.0,719.0,10.4,4.0,122.0,1807.0,14.4,14.5,46.2,69.0,207.0,4.54,18.0,33.5,121.0,7.0,4.245,21.0,18.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,901.0,12.9,5.0,24.4,77.0,246.0,4.75,17.0,35.0,120.0,7.0,4.245,22.0,6.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,82.0,1757.0,21.4,13.0,47.5,73.0,212.0,4.43,23.0,41.0,131.0,6.98,4.06,22.0,4.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,52.0,792.0,15.2,7.0,16.9,77.0,254.0,4.81,26.0,35.0,120.0,7.0,4.245,22.0,5.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,172.0,2125.0,12.4,15.0,43.4,72.0,221.0,4.55,18.0,40.5,121.0,6.97,4.21,22.0,13.0,2015
297.0,1431.0,4.8,11.0,19.0,100.0,5.3,1.0,122.0,1807.0,14.4,14.5,46.2,74.0,231.0,4.61,20.0,31.5,112.0,7.0,4.2,22.0,9.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,283.0,3641.0,12.9,23.0,70.0,68.0,185.0,4.56,10.0,37.0,115.0,7.17,4.32,22.0,22.0,2015
568.0,2944.0,5.2,40.0,39.0,219.0,5.6,1.0,122.0,1807.0,14.4,14.5,46.2,72.0,208.0,4.42,18.0,34.5,118.0,7.22,4.32,23.0,7.0,2015
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,387.0,4541.0,11.7,35.0,92.7,70.0,192.0,4.56,11.0,36.5,114.0,6.63,4.21,23.0,8.0,2015
417.0,2306.0,5.5,25.0,63.0,710.0,11.3,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,221.0,4.53,11.0,35.5,121.0,6.96,4.28,24.0,14.0,2015
