Int,PD,Solo,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
4.0,18.0,60.0,71.0,193.0,4.4,13.0,35.5,119.0,6.94,4.26,22.0,3.0,2020
0.0,21.0,60.0,73.0,205.0,4.44,22.0,36.0,132.0,7.09,4.18,23.0,0.0,2020
5.0,16.0,60.0,71.0,206.0,4.53,18.0,38.0,133.0,6.76,4.15,23.0,4.0,2020
10.0,7.0,60.0,73.0,208.0,4.49,16.0,35.5,117.0,6.94,4.16,23.0,9.0,2020
7.0,24.0,60.0,69.0,185.0,4.42,17.0,36.0,122.0,6.94,4.16,21.0,0.0,2020
8.0,20.0,60.0,72.0,192.0,4.37,12.0,41.0,131.0,6.94,4.16,23.0,19.0,2020
14.0,34.0,60.0,68.0,187.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,9.0,2020
7.0,30.0,60.0,70.0,187.0,4.49,20.0,36.5,129.0,6.95,3.97,24.0,1.0,2020
5.0,8.0,60.0,70.0,215.0,4.51,24.0,37.0,125.0,6.94,4.16,22.0,5.0,2020
5.0,39.0,60.0,73.0,202.0,4.49,11.0,36.0,122.0,6.94,4.16,22.0,10.0,2020
9.0,24.0,60.0,70.0,191.0,4.44,22.0,39.5,133.0,7.14,4.28,22.0,7.0,2020
4.0,16.0,60.0,71.0,197.0,4.52,14.0,41.0,133.0,7.15,4.27,21.0,2.0,2020
3.0,12.0,60.0,70.0,201.0,4.6,17.0,32.0,119.0,6.81,4.08,22.0,14.0,2020
2.0,8.0,60.0,71.0,220.0,4.64,18.0,34.5,122.0,6.94,4.16,22.0,0.0,2020
6.0,10.0,60.0,74.0,203.0,4.67,16.0,35.5,122.0,6.94,4.27,22.0,15.0,2020
5.0,16.0,60.0,71.0,209.0,4.55,20.0,36.5,124.0,6.94,4.4,22.0,20.0,2020
2.0,15.0,60.0,73.0,206.0,4.6,24.0,34.5,125.0,6.94,4.16,21.0,17.0,2020
6.0,7.0,60.0,70.0,207.0,4.62,12.0,33.5,116.0,6.94,4.16,21.0,11.0,2020
2.0,18.0,60.0,72.0,192.0,4.48,16.0,34.0,127.0,6.94,4.16,22.0,2.0,2020
2.0,18.0,60.0,73.0,202.0,4.49,16.0,36.0,126.0,6.94,4.16,22.0,1.0,2020
4.0,39.0,60.0,72.0,187.0,4.57,16.0,35.0,122.0,7.07,4.27,23.0,12.0,2020
9.0,10.0,60.0,72.0,207.0,4.48,19.0,35.5,126.0,6.94,4.14,21.0,21.0,2021
7.0,21.0,60.0,72.0,198.0,4.5,16.0,33.0,122.0,6.94,4.19,22.0,20.0,2021
8.0,30.0,60.0,73.0,198.0,4.45,18.0,36.5,121.0,6.69,4.13,22.0,19.0,2021
6.0,25.0,60.0,71.0,188.0,4.47,16.0,38.5,132.0,7.07,4.28,21.0,4.0,2021
6.0,29.0,60.0,72.0,196.0,4.58,16.0,34.0,129.0,6.99,4.1,23.0,19.0,2021
3.0,17.0,60.0,71.0,191.0,4.37,26.0,43.5,136.0,6.8,4.13,22.0,12.0,2021
4.0,31.0,60.0,69.0,185.0,4.42,13.0,38.0,123.0,7.11,4.27,23.0,6.0,2021
0.0,12.0,60.0,72.0,198.0,4.38,15.0,36.0,122.0,7.06,4.16,23.0,1.0,2021
6.0,6.0,60.0,71.0,206.0,4.42,21.0,39.0,132.0,6.91,4.23,22.0,7.0,2021
6.0,21.0,60.0,70.0,199.0,4.48,15.0,34.5,121.0,7.02,4.35,21.0,21.0,2021
4.0,8.0,60.0,72.0,198.0,4.65,16.0,36.0,122.0,6.94,4.16,22.0,19.0,2021
4.0,22.0,60.0,68.0,187.0,4.43,19.0,33.5,121.0,6.88,4.0,23.0,2.0,2021
1.0,18.0,60.0,72.0,198.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,0.0,2021
2.0,31.0,60.0,71.0,189.0,4.5,14.0,36.5,123.0,6.98,4.15,24.0,1.0,2021
3.0,5.0,60.0,71.0,197.0,4.55,20.0,38.0,120.0,7.05,4.22,23.0,0.0,2021
4.0,15.0,60.0,73.0,212.0,4.63,16.0,42.0,130.0,6.94,4.16,23.0,0.0,2021
5.0,11.0,60.0,71.0,209.0,4.4,22.0,38.0,127.0,6.94,4.16,24.0,0.0,2021
6.0,20.0,60.0,72.0,190.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,36.0,2022
9.0,18.0,60.0,75.0,190.0,4.41,16.0,36.0,122.0,6.94,4.16,22.0,32.0,2022
8.0,16.0,60.0,76.0,220.0,4.59,16.0,38.0,131.0,6.9,4.32,21.0,31.0,2022
2.0,8.0,60.0,71.0,193.0,4.44,16.0,36.0,122.0,6.94,4.16,21.0,33.0,2022
6.0,20.0,60.0,74.0,191.0,4.39,16.0,36.0,122.0,6.94,4.16,21.0,6.0,2022
4.0,16.0,60.0,72.0,191.0,4.38,16.0,33.5,121.0,6.57,4.06,21.0,13.0,2022
2.0,14.0,60.0,74.0,199.0,4.37,16.0,36.5,133.0,6.94,4.16,22.0,0.0,2022
6.0,32.0,60.0,71.0,190.0,4.5,16.0,36.0,122.0,6.94,4.16,22.0,13.0,2022
6.0,14.5,43.0,71.0,198.0,4.49,16.0,35.0,122.0,6.74,4.18,23.0,21.0,2022
2.0,12.0,60.0,72.0,194.0,4.52,16.0,36.0,122.0,6.94,4.16,22.0,12.0,2022
5.0,9.0,60.0,72.0,194.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,2.0,2022
5.0,14.0,60.0,73.0,199.0,4.49,22.0,34.5,124.0,6.94,4.16,23.0,15.0,2022
4.0,15.0,60.0,72.0,199.0,4.36,16.0,34.5,128.0,6.94,4.16,23.0,19.0,2022
6.0,21.0,60.0,71.0,196.0,4.38,16.0,36.0,122.0,6.94,4.16,22.0,15.0,2022
2.0,11.0,60.0,73.0,206.0,4.49,16.0,36.0,122.0,6.94,4.16,23.0,18.0,2022
1.0,15.0,60.0,74.0,201.0,4.53,16.0,36.0,122.0,6.94,4.16,21.0,13.0,2022
9.0,5.0,60.0,74.0,195.0,4.36,16.0,39.5,128.0,6.94,4.16,22.0,1.0,2022
1.0,11.0,60.0,73.0,175.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,12.0,2022
10.0,32.0,60.0,68.0,174.0,4.49,16.0,36.0,122.0,6.94,4.16,23.0,26.0,2022
6.0,12.0,60.0,72.0,212.0,4.34,16.0,37.0,130.0,6.94,4.16,20.0,15.0,2022
5.0,6.0,60.0,73.0,203.0,4.49,18.0,38.5,123.0,6.94,4.16,21.0,26.0,2022
10.0,35.0,60.0,73.0,193.0,4.54,17.0,36.0,122.0,6.94,4.16,23.0,13.0,2022
3.0,13.0,60.0,72.0,194.0,4.36,16.0,31.5,123.0,6.94,4.16,22.0,7.0,2022
5.0,12.0,60.0,73.0,205.0,4.43,16.0,36.5,123.0,7.01,4.24,21.0,10.0,2022
5.0,19.0,60.0,71.0,196.0,4.39,16.0,36.0,122.0,6.94,4.16,23.0,7.0,2022
1.0,17.0,60.0,74.0,197.0,4.46,16.0,36.0,129.0,6.94,4.16,23.0,6.0,2022
3.0,6.0,60.0,73.0,197.0,4.39,14.0,34.5,122.0,6.94,4.16,23.0,2.0,2022
10.0,28.0,60.0,71.0,171.0,4.51,16.0,36.0,122.0,6.94,4.16,24.0,2.0,2022
6.0,14.5,60.0,75.0,195.0,4.53,16.0,36.0,124.0,6.94,4.16,22.0,6.0,2022
3.0,21.0,60.0,70.0,182.0,4.49,17.0,34.5,118.0,6.94,4.16,24.0,1.0,2022
6.0,14.5,60.0,70.0,180.0,4.38,16.0,36.0,122.0,6.94,4.16,24.0,16.0,2022
4.0,6.0,60.0,70.0,197.0,4.47,16.0,36.0,122.0,6.94,4.16,22.0,2.0,2022
6.0,14.5,60.0,76.0,205.0,4.26,16.0,42.0,122.0,6.94,4.16,23.0,22.0,2022
6.0,14.5,60.0,74.0,199.0,4.33,16.0,39.5,132.0,6.48,3.94,23.0,17.0,2022
2.0,17.0,60.0,74.0,209.0,4.36,16.0,35.5,123.0,6.64,4.28,23.0,2.0,2022
6.0,15.0,60.0,73.0,201.0,4.59,16.0,36.0,122.0,6.94,4.16,23.0,11.0,2022
7.0,14.0,60.0,72.0,194.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,6.0,2022
7.0,16.0,60.0,72.0,196.0,4.55,16.0,36.0,122.0,6.94,4.16,23.0,11.0,2022
6.0,28.0,60.0,71.0,180.0,4.48,16.0,39.0,128.0,6.94,4.16,25.0,1.0,2022
2.0,5.0,60.0,74.0,197.0,4.51,18.0,36.0,122.0,6.94,4.16,23.0,13.0,2022
6.0,14.5,60.0,72.0,181.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,26.0,2023
6.0,14.5,60.0,73.0,166.0,4.35,16.0,37.5,131.0,6.94,4.16,22.0,3.0,2023
6.0,14.5,60.0,73.0,197.0,4.38,14.0,41.5,133.0,6.94,4.16,21.0,19.0,2023
6.0,14.5,60.0,72.0,197.0,4.35,16.0,42.0,136.0,6.94,4.16,22.0,12.0,2023
6.0,14.5,60.0,75.0,193.0,4.46,17.0,35.0,129.0,6.94,4.16,23.0,14.0,2023
6.0,14.5,60.0,75.0,198.0,4.53,16.0,41.5,138.0,6.63,4.05,23.0,3.0,2023
6.0,14.5,60.0,72.0,190.0,4.58,14.0,34.5,125.0,6.94,4.16,21.0,15.0,2023
6.0,14.5,60.0,73.0,180.0,4.43,16.0,38.0,134.0,6.94,4.16,22.0,1.0,2023
6.0,14.5,60.0,72.0,198.0,4.45,16.0,38.5,125.0,7.09,4.41,23.0,14.0,2023
6.0,14.5,60.0,71.0,178.0,4.26,16.0,38.5,131.0,6.94,4.16,22.0,12.0,2023
6.0,14.5,60.0,70.0,192.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,9.0,2023
6.0,14.5,60.0,73.0,193.0,4.45,16.0,39.0,127.0,6.94,4.16,23.0,12.0,2023
6.0,14.5,60.0,71.0,178.0,4.47,11.0,36.0,125.0,6.94,4.16,24.0,2.0,2023
6.0,14.5,60.0,71.0,188.0,4.3,13.0,40.5,133.0,6.94,4.16,23.0,5.0,2023
6.0,14.5,60.0,74.0,207.0,4.36,16.0,33.5,122.0,6.94,4.16,21.0,6.0,2023
6.0,14.5,60.0,69.0,184.0,4.51,18.0,33.0,122.0,6.94,4.32,21.0,4.0,2023
6.0,14.5,60.0,73.0,188.0,4.55,16.0,34.5,132.0,6.94,4.16,23.0,6.0,2023
6.0,14.5,60.0,71.0,191.0,4.47,15.0,35.0,122.0,6.94,4.16,21.0,3.0,2023
6.0,14.5,60.0,72.0,189.0,4.46,16.0,40.5,123.0,6.9,4.43,23.0,2.0,2023
6.0,14.5,60.0,68.0,178.0,4.41,12.0,39.0,132.0,6.94,4.16,23.0,1.0,2023
6.0,14.5,60.0,74.0,200.0,4.57,14.0,38.0,122.0,6.88,4.3,21.0,11.0,2023
6.0,14.5,60.0,72.0,193.0,4.49,9.0,39.0,128.0,6.94,4.16,21.0,10.0,2023
6.0,14.5,60.0,75.0,206.0,4.47,17.0,35.5,132.0,6.94,4.16,23.0,1.0,2023
6.0,14.5,60.0,72.0,189.0,4.51,16.0,34.5,122.0,6.94,4.34,21.0,1.0,2023
6.0,14.5,60.0,72.0,195.0,4.33,20.0,38.0,122.0,6.94,4.16,23.0,19.0,2024
6.0,14.5,60.0,72.0,189.0,4.5,16.0,37.0,129.0,6.94,4.16,21.0,8.0,2024
6.0,14.5,60.0,73.0,173.0,4.28,16.0,36.0,127.0,6.94,4.16,21.0,7.0,2024
6.0,14.5,60.0,73.0,203.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,16.0,2024
6.0,14.5,60.0,72.0,199.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,10.0,2024
6.0,14.5,60.0,72.0,186.0,4.49,16.0,36.0,122.0,6.62,4.12,21.0,14.0,2024
6.0,14.5,60.0,71.0,187.0,4.39,16.0,40.5,136.0,6.94,4.16,22.0,4.0,2024
6.0,14.5,60.0,69.0,182.0,4.47,14.0,40.0,131.0,6.99,4.01,23.0,10.0,2024
6.0,14.5,60.0,71.0,183.0,4.51,16.0,36.0,120.0,6.94,4.16,22.0,0.0,2024
6.0,14.5,60.0,72.0,186.0,4.49,16.0,37.5,130.0,6.94,4.16,23.0,8.0,2024
6.0,14.5,60.0,71.0,190.0,4.48,16.0,42.0,135.0,6.94,4.16,22.0,6.0,2024
6.0,14.5,60.0,74.0,185.0,4.44,16.0,42.5,131.0,6.94,4.16,24.0,0.0,2024
6.0,14.5,60.0,72.0,190.0,4.38,16.0,39.5,129.0,6.94,4.16,23.0,5.0,2024
6.0,14.5,60.0,74.0,188.0,4.34,16.0,35.0,128.0,6.94,4.16,23.0,4.0,2024
6.0,14.5,60.0,72.0,190.0,4.36,16.0,34.5,122.0,6.94,4.16,23.0,2.0,2024
6.0,14.5,60.0,72.0,189.0,4.52,16.0,38.0,120.0,6.94,4.16,22.0,10.0,2024
6.0,14.5,60.0,75.0,202.0,4.5,11.0,39.5,130.0,7.12,4.24,23.0,6.0,2024
6.0,14.5,60.0,71.0,179.0,4.44,16.0,33.5,122.0,6.94,4.16,22.0,2.0,2024
6.0,14.5,60.0,70.0,194.0,4.49,16.0,36.0,122.0,6.94,4.16,23.0,6.0,2024
6.0,14.5,60.0,71.0,190.0,4.51,15.0,34.0,124.0,6.94,4.15,23.0,3.0,2024
6.0,14.5,60.0,72.0,183.0,4.38,16.0,34.5,125.0,6.94,4.16,23.0,1.0,2024
6.0,14.5,60.0,70.0,184.0,4.54,18.0,34.5,125.0,7.05,4.32,21.0,5.0,2024
6.0,14.5,60.0,72.0,199.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,2.0,2024
6.0,14.5,60.0,72.0,190.0,4.46,16.0,40.5,129.0,6.94,4.16,23.0,1.0,2024
6.0,14.5,60.0,71.0,194.0,4.39,16.0,35.0,123.0,6.94,4.16,23.0,3.0,2025
6.0,14.5,60.0,71.0,183.0,4.28,16.0,39.5,129.0,6.94,4.16,22.0,2.0,2025
6.0,14.5,60.0,74.0,194.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,3.0,2025
6.0,14.5,60.0,72.0,193.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,2.0,2025
6.0,14.5,60.0,73.0,195.0,4.43,13.0,32.5,126.0,6.94,4.16,23.0,2.0,2025
6.0,14.5,60.0,75.0,195.0,4.3,16.0,36.5,131.0,6.71,4.04,24.0,4.0,2025
6.0,14.5,60.0,74.0,197.0,4.49,16.0,36.0,122.0,6.94,4.16,21.0,2.0,2025
6.0,14.5,60.0,74.0,194.0,4.49,16.0,36.0,122.0,6.94,4.16,24.0,1.0,2025
6.0,14.5,60.0,70.0,191.0,4.35,12.0,37.5,129.0,6.94,4.16,21.0,3.0,2025
6.0,14.5,60.0,72.0,199.0,4.5,19.0,33.5,120.0,6.94,4.16,22.0,3.0,2025
6.0,14.5,60.0,71.0,187.0,4.45,16.0,32.5,122.0,6.94,4.16,21.0,0.0,2025
6.0,14.5,60.0,69.0,181.0,4.44,21.0,37.5,128.0,6.94,4.29,23.0,2.0,2025
6.0,14.5,60.0,71.0,194.0,4.48,16.0,36.0,122.0,6.94,4.16,24.0,3.0,2025
6.0,14.5,60.0,70.0,191.0,4.41,16.0,34.0,122.0,6.94,4.16,23.0,0.0,2025
6.0,14.5,60.0,72.0,194.0,4.49,16.0,37.5,125.0,6.94,4.16,23.0,1.0,2025
6.0,14.5,60.0,72.0,195.0,4.49,16.0,36.0,122.0,6.94,4.16,22.0,1.0,2025
6.0,14.5,60.0,71.0,186.0,4.48,16.0,36.0,122.0,6.94,4.16,22.0,3.0,2025
6.0,14.5,60.0,73.0,185.0,4.5,15.0,36.0,116.0,6.94,4.16,23.0,1.0,2025
